
gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI	Apte-dict-form
BvAxiH	XikRaz	jIvane	A.pa	-	XikR1	XikR
BvAxiH	XikRaz	kleSane	A.pa	-	XikR1	XikR
BvAxiH	XikRaz	sanxIpane	A.pa	-	XikR1	XikR
BvAxiH	vqkRaz	varaNe	A.pa	-	vqkR1	vqkR
BvAxiH	SikRaz	vixyopAxAne	A.pa	SikR	SikR1	SikR
BvAxiH	BikRaz	alABe	A.pa	-	BikR1	BikR
BvAxiH	BikRaz	BikRAyAm	A.pa	-	BikR1	BikR
BvAxiH	BikRaz	lABe	A.pa	-	BikR1	BikR
BvAxiH	BikRaz	yAFcAyAm	A.pa	-	BikR1	BikR
BvAxiH	kleSaz	avyakwAyAM_vAci	A.pa	-	kleS1	kleS
BvAxiH	kleSaz	vyakwAyAM_vAci	A.pa	-	kleS1	kleS
BvAxiH	xIkRaz	ijyAyAm	A.pa	xIkR	xIkR1	xIkR
BvAxiH	xIkRaz	mONdye	A.pa	xIkR	xIkR1	xIkR
BvAxiH	xIkRaz	niyame	A.pa	xIkR	xIkR1	xIkR
BvAxiH	xIkRaz	upanayane	A.pa	xIkR	xIkR1	xIkR
BvAxiH	xIkRaz	vrawAxeSe	A.pa	xIkR	xIkR1	xIkR
BvAxiH	IkRaz	xarSane	A.pa	IkR	IkR1	IkR
BvAxiH	IRaz	gawO	A.pa	IR	IR1	IR
BvAxiH	IRaz	hiMsAyAm	A.pa	-	IR1	IR
BvAxiH	BARaz	vyakwAyAM_vAci	A.pa	BAR	BAR1	BAR
BvAxiH	varRaz	snehane	A.pa	-	varR1	varR
BvAxiH	geRqz	anvicCAyAm	A.pa	-	geR1	geR
BvAxiH	gleRqz	anvicCAyAm	A.pa	-	gleR1	gleR
BvAxiH	eRqz	gawO	A.pa	-	eR1	eR
BvAxiH	eRqz	prayawne	A.pa	-	eR1	eR
BvAxiH	yeRqz	prayawne	A.pa	-	yeR1	yeR
BvAxiH	jeRqz	gawO	A.pa	-	jeR1	jeR
BvAxiH	NeRqz	gawO	A.pa	-	NeR1	neR
BvAxiH	preRqz	gawO	A.pa	-	preR1	preR
BvAxiH	preRqz	yawne	A.pa	-	preR1	preR
BvAxiH	reRqz	avyakwe_Sabxe	A.pa	-	reR1	reR
BvAxiH	heRqz	avyakwe_Sabxe	A.pa	-	heR1	heR
BvAxiH	hreRqz	gawO	A.pa	-	hreR1	hreR
BvAxiH	kAsqz	SabxakuwsAyAm	A.pa	kAs#1	kAs1	kAs
BvAxiH	BAsqz	xIpwO	A.pa	BAs#1	BAs1	BAs
BvAxiH	NAsqz	Sabxe	A.pa	-	NAs1	nAs
BvAxiH	rAsqz	Sabxe	A.pa	-	rAs1	rAs
BvAxiH	Nasaz	kOtilye	A.pa	-	Nas1	nas
BvAxiH	Byasaz	Baye	A.pa	-	Byas1	Byas
BvAxiH	AfaH-Sasiz	icCAyAm	A.pa	-	AfaH-Sas1	AfaH-SaMs
BvAxiH	grasuz	axane	A.pa	gras	gras1	gras
BvAxiH	glasuz	axane	A.pa	-	glas1	glas
BvAxiH	Ihaz	ceRtAyAm	A.pa	Ih	Ih1	Ih
BvAxiH	bahiz	vqxXO	A.pa	baMh	bah1	baMh
BvAxiH	mahiz	vqxXO	A.pa	maMh	mah2	maMh
BvAxiH	ahiz	gawO	A.pa	-	ah1	aMh
BvAxiH	garhaz	kuwsAyAm	A.pa	garh	garh1	garh
BvAxiH	galhaz	kuwsAyAm	A.pa	-	galh1	galh
BvAxiH	barhaz	hiMsAyAm	A.pa	-	barh1	barh
BvAxiH	barhaz	pariBARaNe	A.pa	-	barh1	barh
BvAxiH	barhaz	prAXAnye	A.pa	-	barh1	barh
BvAxiH	barhaz	xAne	A.pa	-	barh1	barh
BvAxiH	balhaz	hiMsAyAm	A.pa	-	balh1	balh
BvAxiH	balhaz	pariBARaNe	A.pa	-	balh1	balh
BvAxiH	balhaz	prAXAnye	A.pa	-	balh1	balh
BvAxiH	balhaz	xAne	A.pa	-	balh1	balh
BvAxiH	valhaz	hiMsAyAm	A.pa	-	valh1	valh
BvAxiH	valhaz	pariBARaNe	A.pa	-	valh1	valh
BvAxiH	valhaz	prAXAnye	A.pa	-	valh1	valh
BvAxiH	valhaz	xAne	A.pa	-	valh1	valh
BvAxiH	varhaz	hiMsAyAm	A.pa	-	varh1	varh
BvAxiH	varhaz	pariBARaNe	A.pa	-	varh1	varh
BvAxiH	varhaz	xAne	A.pa	-	varh1	varh
BvAxiH	plihaz	gawO	A.pa	-	plih1	plih
BvAxiH	vehqz	prayawne	A.pa	-	veh1	veh
BvAxiH	jehqz	prayawne	A.pa	-	jeh1	jeh
BvAxiH	bAhqz	prayawne	A.pa	-	bAh1	bAh
BvAxiH	vAhqz	prayawne	A.pa	-	vAh1	vAh
BvAxiH	xrAhqz	nikRepe	A.pa	-	xrAh1	xrAh
BvAxiH	kASqz	xIpwO	A.pa	kAS	kAS1	kAS
BvAxiH	Uhaz	viwarke	A.pa	Uh	Uh1	Uh
BvAxiH	gAhUz	vilodane	A.pa	gAh	gAh1	gAh
BvAxiH	gqhUz	grahaNe	A.pa	-	gqh1	gqh
BvAxiH	GuRiz	kAnwikaraNe	A.pa	-	GuR1	GuR
BvAxiH	GuRizr	Sabxe	pa.pa	GuR	GuR2	GuR
BvAxiH	akRUz	safGAwe	pa.pa	-	akR1	akR
BvAxiH	akRUz	vyApwO	pa.pa	akR	akR1	akR
BvAxiH	wakRUz	wanUkaraNe	pa.pa	wakR	wakR1	wakR
BvAxiH	wvakRUz	wanUkaraNe	pa.pa	wvakR	wvakR1	wvakR
BvAxiH	ukRaz	secane	pa.pa	ukR(6)	ukR1	ukR
BvAxiH	rakRaz	pAlane	pa.pa	rakR	rakR1	rakR
BvAxiH	NikRaz	cumbane	pa.pa	-	NikR1	nikR
BvAxiH	wqkRaz	gawO	pa.pa	-	wqkR1	wqkR
BvAxiH	swqkRaz	gawO	pa.pa	-	swqkR1	swqkR
BvAxiH	NakRaz	gawO	pa.pa	nakR	NakR1	nakR
BvAxiH	vakRaz	roRe	pa.pa	vakR	vakR1	vakR
BvAxiH	vakRaz	safGAwe	pa.pa	vakR	vakR1	vakR
BvAxiH	mqkRaz	safGAwe	pa.pa	-	mqkR1	mqkR
BvAxiH	mrakRaz	safGAwe	pa.pa	-	mrakR1	mrakR
BvAxiH	wakRaz	wvacane	pa.pa	-	wakR2	wakR
BvAxiH	pakRaz	parigrahe	pa.pa	-	pakR1	pakR
BvAxiH	sUrkRaz	Axare	pa.pa	-	sUrkR1	sUrkR
BvAxiH	kAkRiz	kAfkRAyAm	pa.pa	kAfkR	kAkR1	kAfkR
BvAxiH	vAkRiz	kAfkRAyAm	pa.pa	-	vAkR1	vAfkR
BvAxiH	mAkRiz	kAfkRAyAm	pa.pa	-	mAkR1	mAfkR
BvAxiH	xrAkRiz	GoravAsiwe	pa.pa	-	xrAkR1	xrAfkR
BvAxiH	XrAkRiz	GoravAsiwe	pa.pa	-	XrAkR1	XrAfkR
BvAxiH	xrAkRiz	kAfkRAyAm	pa.pa	-	xrAkR1	xrAfkR
BvAxiH	XrAkRiz	kAfkRAyAm	pa.pa	-	XrAkR1	XrAfkR
BvAxiH	XvAkRiz	GoravAsiwe	pa.pa	XvAfkR	XvAkR1	XvAfkR
BvAxiH	XvAkRiz	kAfkRAyAm	pa.pa	XvAfkR	XvAkR1	XvAfkR
BvAxiH	cURaz	pAne	pa.pa	cUR	cUR1	cUR
BvAxiH	wURaz	wuRtO	pa.pa	-	wUR1	wUR
BvAxiH	pURaz	vqxXO	pa.pa	-	pUR1	pUR
BvAxiH	mURaz	sweye	pa.pa	mUR#1	mUR1	mUR
BvAxiH	SURaz	prasave	pa.pa	-	SUR1	SUR
BvAxiH	yURaz	hiMsAyAm	pa.pa	-	yUR1	yUR
BvAxiH	jURaz	hiMsAyAm	pa.pa	-	jUR1	jUR
BvAxiH	BURaz	alafkAre	pa.pa	BUR	BUR1	BUR
BvAxiH	URaz	rujAyAm	pa.pa	-	UR1	UR
BvAxiH	IRaz	xAne	A.pa	-	IR1	IR
BvAxiH	IRaz	xarSane	A.pa	-	IR1	IR
BvAxiH	IRaz	uFCe	pa.pa	-	IR2	IR
BvAxiH	kaRaz	hiMsAyAm	A.pa	kaR	kaR1	kaR
BvAxiH	kaRaz	hiMsAyAm	pa.pa	kaR	kaR1	kaR
BvAxiH	KaRaz	hiMsAyAm	pa.pa	-	KaR1	KaR
BvAxiH	SiRaz	hiMsAyAm	pa.pa	-	SiR1	SiR
BvAxiH	jaRaz	hiMsAyAm	pa.pa	-	jaR1	jaR
BvAxiH	JaRaz	AxAne	A.pa	-	JaR1	JaR
BvAxiH	JaRaz	AxAne	pa.pa	-	JaR1	JaR
BvAxiH	SaRaz	hiMsAyAm	pa.pa	-	SaR1	SaR
BvAxiH	vaRaz	hiMsAyAm	pa.pa	-	vaR1	vaR
BvAxiH	maRaz	hiMsAyAm	pa.pa	-	maR1	maR
BvAxiH	ruRaz	hiMsAyAm	pa.pa	-	ruR1	ruR
BvAxiH	riRaz	hiMsAyAm	pa.pa	riR(4)	riR1	riR
BvAxiH	BaRaz	Barwsane	pa.pa	BaR	BaR1	BaR
BvAxiH	uRaz	xAhe	pa.pa	uR	uR1	uR
BvAxiH	jiRuz	secane	pa.pa	-	jiR1	jiR
BvAxiH	jiRuz	sevane	pa.pa	-	jiR1	jiR
BvAxiH	viRuz	secane	pa.pa	viR#1	viR1	viR
BvAxiH	viRuz	sevane	pa.pa	viR#1	viR1	viR
BvAxiH	miRuz	secane	pa.pa	-	miR1	miR
BvAxiH	miRuz	sevane	pa.pa	-	miR1	miR
BvAxiH	puRaz	puRtO	pa.pa	-	puR1	puR
BvAxiH	SriRuz	xAhe	pa.pa	-	SriR1	SriR
BvAxiH	SliRuz	xAhe	pa.pa	-	SliR1	SliR
BvAxiH	pruRuz	xAhe	pa.pa	-	pruR1	pruR
BvAxiH	pluRuz	xAhe	pa.pa	pluR	pluR1	pluR
BvAxiH	pqRuz	secane	pa.pa	pqR	pqR1	pqR
BvAxiH	vqRuz	secane	pa.pa	vqR	vqR1	vqR
BvAxiH	mqRuz	sahane	pa.pa	-	mqR1	mqR
BvAxiH	mqRuz	secane	pa.pa	-	mqR1	mqR
BvAxiH	GqRuz	safGarRe	pa.pa	GqR	GqR1	GqR
BvAxiH	hqRuz	alIke	pa.pa	hqR	hqR1	hqR
BvAxiH	wusaz	Sabxe	pa.pa	-	wus1	wus
BvAxiH	hrasaz	Sabxe	pa.pa	hras	hras1	hras
BvAxiH	hlasaz	Sabxe	pa.pa	-	hlas1	hlas
BvAxiH	rasaz	Sabxe	pa.pa	ras	ras1	ras
BvAxiH	lasaz	krIdAyAm	pa.pa	las	las1	las
BvAxiH	lasaz	SleRaNe	pa.pa	las	las1	las
BvAxiH	GasLz	axane	pa.pa	Gas	Gas1	Gas
BvAxiH	jarjaz	hiMsAyAm	pa.pa	-	jarj1	jarj
BvAxiH	jarjaz	pariBARaNe	pa.pa	-	jarj1	jarj
BvAxiH	jarjaz	sanwarjane	pa.pa	-	jarj1	jarj
BvAxiH	jarjaz	warjane	pa.pa	-	jarj1	jarj
BvAxiH	carcaz	hiMsAyAm	pa.pa	-	carc1	carc
BvAxiH	carcaz	pariBARaNe	pa.pa	-	carc1	carc
BvAxiH	carcaz	sanwarjane	pa.pa	-	carc1	carc
BvAxiH	carcaz	warjane	pa.pa	-	carc1	carc
BvAxiH	JarJaz	hiMsAyAm	pa.pa	-	JarJ1	JarJ
BvAxiH	JarJaz	pariBARaNe	pa.pa	-	JarJ1	JarJ
BvAxiH	JarJaz	sanwarjane	pa.pa	-	JarJ1	JarJ
BvAxiH	JarJaz	warjane	pa.pa	-	JarJ1	JarJ
BvAxiH	pisqz	gawO	pa.pa	-	pis1	pis
BvAxiH	pesqz	gawO	pa.pa	-	pes1	pes
BvAxiH	hasez	hasane	pa.pa	has	has1	has
BvAxiH	NiSaz	samAXO	pa.pa	-	NiS1	niS
BvAxiH	miSaz	roRe	pa.pa	-	miS1	miS
BvAxiH	miSaz	Sabxe	pa.pa	-	miS1	miS
BvAxiH	miSaz	samAXO	pa.pa	-	miS1	miS
BvAxiH	maSaz	roRe	pa.pa	-	maS1	maS
BvAxiH	maSaz	Sabxe	pa.pa	-	maS1	maS
BvAxiH	maSaz	samAXO	pa.pa	-	maS1	maS
BvAxiH	Savaz	gawO	pa.pa	-	Sav1	Sav
BvAxiH	SaSaz	pluwagawO	pa.pa	SaS	SaS1	SaS
BvAxiH	Sasuz	hiMsAyAm	pa.pa	Sas	Sas1	Sas
BvAxiH	Sansuz	swuwO	pa.pa	SaMs	Sans1	SaMs
BvAxiH	cahaz	parikalkane	pa.pa	-	cah1	cah
BvAxiH	mahaz	pUjAyAm	pa.pa	mah	mah1	mah
BvAxiH	rahaz	wyAge	pa.pa	-	rah2	rah
BvAxiH	rahiz	gawO	pa.pa	raMh	rah1	raMh
BvAxiH	xqhaz	vqxXO	pa.pa	xqh	xqh1	xqh
BvAxiH	xqhiz	vqxXO	pa.pa	-	xqh2	xqMh
BvAxiH	bqhaz	vqxXO	pa.pa	bqh#1	bqh1	bqh
BvAxiH	bqhiz	Sabxe	pa.pa	-	bqh2	bqMh
BvAxiH	bqhiz	vqxXO	pa.pa	-	bqh2	bqMh
BvAxiH	wuhizr	arxane	pa.pa	-	wuh1	wuh
BvAxiH	xuhizr	arxane	pa.pa	-	xuh1	xuh
BvAxiH	uhizr	arxane	pa.pa	-	uh1	uh
BvAxiH	arhaz	pUjAyAm	pa.pa	arh	arh1	arh
BvAxiH	xyuwaz	xIpwO	A.pa	xyuw#1	xyuw1	xyuw
BvAxiH	SviwAz	varNe	A.pa	Sviw	Sviw1	Sviw
BvAxiH	FimixAz	snehane	A.pa	mix	mix2	mix
BvAxiH	FikRvixAz	avyakwe_Sabxe	pa.pa	kRvid	kRvix1	kRvix
BvAxiH	FikRvixAz	mohane	A.pa	-	kRvix1	kRvix
BvAxiH	FikRvixAz	snehane	A.pa	-	kRvix1	kRvix
BvAxiH	rucaz	aBiprIwO	A.pa	ruc#1	ruc1	ruc
BvAxiH	rucaz	xIpwO	A.pa	-	ruc1	ruc
BvAxiH	Gutaz	parivarwane	A.pa	-	Gut1	Gut
BvAxiH	rutaz	prawiGAwe	A.pa	-	rut1	rut
BvAxiH	rutaz	xIpwO	A.pa	-	rut1	rut
BvAxiH	lutaz	vilotane	pa.pa	-	lut2	lut
BvAxiH	SuBaz	xIpwO	A.pa	SuB#1	SuB1	SuB
BvAxiH	kRuBaz	saFcalane	A.pa	-	kRuB1	kRuB
BvAxiH	NaBaz	hiMsAyAm	A.pa	-	NaB1	naB
BvAxiH	wuBaz	hiMsAyAm	A.pa	-	wuB1	wuB
BvAxiH	sransuz	avasraMsane	A.pa	sraMs	srans1	sraMs
BvAxiH	sransuz	aXaHpawane	A.pa	sraMs	srans1	sraMs
BvAxiH	sransuz	pramAxe	A.pa	sraMs	srans1	sraMs
BvAxiH	Xvansuz	avasraMsane	A.pa	XvaMs	Xvans1	XvaMs
BvAxiH	Xvansuz	aXaHpawane	A.pa	XvaMs	Xvans1	XvaMs
BvAxiH	Xvansuz	gawO	A.pa	XvaMs	Xvans1	XvaMs
BvAxiH	BranSuz	avasraMsane	A.pa	BraMS	BranS1	BraMS
BvAxiH	BranSuz	aXaHpawane	A.pa	BraMS	BranS1	BraMS
BvAxiH	Bransuz	avasraMsane	A.pa	BraMS	Brans1	BraMs
BvAxiH	sranBuz	pramAxe	A.pa	-	sranB1	sramB
BvAxiH	sranBuz	viSvAse	A.pa	-	sranB1	sramB
BvAxiH	vqwuz	varwane	A.pa	vqw#1	vqw1	vqw
BvAxiH	vqXuz	vqxXO	A.pa	vqX#1	vqX1	vqX
BvAxiH	SqXuz	SabxakuwsAyAm	A.pa	-	SqX2	SqX
BvAxiH	syanxUz	prasravaNe	A.pa	syanx	syanx1	syanx
BvAxiH	syanxUz	sravaNe	A.pa	syanx	syanx1	syanx
BvAxiH	kqpUz	sAmarWye	A.pa	kqp	kqp1	kqp
BvAxiH	Gataz	ceRtAyAm	A.pa	Gat	Gat1	Gat
BvAxiH	vyaWaz	Baye	A.pa	vyaW	vyaW1	vyaW
BvAxiH	vyaWaz	calane	A.pa	vyaW	vyaW1	vyaW
BvAxiH	vyaWaz	saFcalane	A.pa	vyaW	vyaW1	vyaW
BvAxiH	praWaz	praKyAne	A.pa	praW	praW1	praW
BvAxiH	prasaz	prasave	A.pa	-	pras1	pras
BvAxiH	prasaz	viswAre	A.pa	-	pras1	pras
BvAxiH	mraxaz	marxane	A.pa	-	mrax1	mrax
BvAxiH	sKaxaz	sKaxane	A.pa	-	sKax1	sKax
BvAxiH	kRajiz	gawO	A.pa	-	kRaj1	kRaFj
BvAxiH	kRajiz	xAne	A.pa	-	kRaj1	kRaFj
BvAxiH	xakRaz	gawO	A.pa	xakR	xakR1	xakR
BvAxiH	xakRaz	hiMsAyAm	A.pa	-	xakR1	xakR
BvAxiH	xakRaz	SAsane	A.pa	-	xakR1	xakR
BvAxiH	xakRaz	SIGrArWe	A.pa	-	xakR1	xakR
BvAxiH	xakRaz	vqxXO	A.pa	-	xakR1	xakR
BvAxiH	krapaz	gawO	A.pa	-	krap1	krap
BvAxiH	krapaz	kqpAyAm	A.pa	-	krap1	krap
BvAxiH	kaxiz	vEklavye	A.pa	-	kax2	kanx
BvAxiH	kraxiz	vEklavye	A.pa	-	krax3	kranx
BvAxiH	kraxaz	vEklavye	A.pa	-	krax1	krax
BvAxiH	klaxaz	vEklavye	A.pa	-	klax1	klax
BvAxiH	klaxiz	AhvAne	pa.pa	-	klax2	klanx
BvAxiH	klaxiz	roxane	pa.pa	-	klax2	klanx
BvAxiH	klaxiz	vEklavye	A.pa	-	klax2	klanx
BvAxiH	FiwvarAz	samBrame	A.pa	wvar	wvar1	wvar
BvAxiH	jvaraz	roge	pa.pa	jvar	jvar1	jvar
BvAxiH	gadaz	secane	pa.pa	-	gad1	gad
BvAxiH	hedaz	veRtane	pa.pa	-	hed2	hed
BvAxiH	hedaz	vibAXAyAm	pa.pa	-	hed2	hed
BvAxiH	Bataz	pariBARaNe	pa.pa	-	Bat1	Bat
BvAxiH	Nataz	nqwO	pa.pa	nat	Nat1	nat
BvAxiH	swakaz	prawiGAwe	pa.pa	-	swak1	swak
BvAxiH	cakaz	wqpwO	A.pa	-	cak1	cak
BvAxiH	cakaz	wqpwO	pa.pa	-	cak1	cak
BvAxiH	kaKez	hasane	pa.pa	-	kaK2	kaK
BvAxiH	ragez	SafkAyAm	pa.pa	-	rag2	rag
BvAxiH	lagez	safge	pa.pa	lag	lag2	lag
BvAxiH	hragez	saMvaraNe	pa.pa	-	hrag1	hrag
BvAxiH	hlagez	saMvaraNe	pa.pa	-	hlag1	hlag
BvAxiH	Ragez	saMvaraNe	pa.pa	-	Rag1	sag
BvAxiH	RWagez	saMvaraNe	pa.pa	-	RWag1	sWag
BvAxiH	kagez	anekArWawve	pa.pa	-	kag1	kag
BvAxiH	akaz	kutilAyAM_gawO	pa.pa	-	ak1	ak
BvAxiH	agaz	kutilAyAM_gawO	pa.pa	-	ag1	ag
BvAxiH	kaNaz	gawO	pa.pa	-	kaN1	kaN
BvAxiH	raNaz	gawO	pa.pa	-	raN1	raN
BvAxiH	caNaz	gawO	pa.pa	-	caN1	caN
BvAxiH	caNaz	xAne	pa.pa	-	caN1	caN
BvAxiH	SaNaz	gawO	pa.pa	-	SaN1	SaN
BvAxiH	SaNaz	xAne	pa.pa	-	SaN1	SaN
BvAxiH	SraNaz	gawO	pa.pa	-	SraN1	SraN
BvAxiH	SraNaz	xAne	pa.pa	-	SraN1	SraN
BvAxiH	SraWaz	hiMsAyAm	pa.pa	-	SraW2	SraW
BvAxiH	SlaWaz	hiMsAyAm	pa.pa	SlaW	SlaW1	SlaW
BvAxiH	kraWaz	hiMsAyAm	pa.pa	-	kraW1	kraW
BvAxiH	klaWaz	hiMsAyAm	pa.pa	-	klaW1	klaW
BvAxiH	canaz	hiMsAyAm	pa.pa	-	can2	can
BvAxiH	vanuz	anekArWawve	pa.pa	-	van2	van
BvAxiH	jvalaz	xIpwO	pa.pa	jval	jval1	jval
BvAxiH	hvalaz	calane	pa.pa	hval	hval1	hval
BvAxiH	hmalaz	calane	pa.pa	-	hmal1	hmal
BvAxiH	smq	AXyAne	pa.pa	smq	smq1	smq
BvAxiH	xQ	Baye	pa.pa	-	xQ1	xQ
BvAxiH	nQ	naye	pa.pa	-	nQ1	nQ
BvAxiH	SrA	pAke	pa.pa	-	SrA1	SrA
BvAxiH	Xvanaz	Sabxe	pa.pa	Xvan	Xvan1	Xvan
BvAxiH	svanaz	Sabxe	pa.pa	svan	svan1	svan
BvAxiH	yamuz	uparame	pa.pa	yam	yam1	yam
BvAxiH	PaNaz	gawO	pa.pa	-	PaN1	PaN
BvAxiH	rAjqz	xIpwO	A.pa	rAj#1	rAj1	rAj
BvAxiH	rAjqz	xIpwO	pa.pa	rAj#1	rAj1	rAj
BvAxiH	tuBrAjqz	xIpwO	A.pa	-	BrAj2	BrAj
BvAxiH	tuBrASqz	xIpwO	A.pa	-	BrAS1	BrAS
BvAxiH	tuBlASqz	xIpwO	A.pa	-	BlAS1	BlAS
BvAxiH	syamuz	Sabxe	pa.pa	-	syam1	syam
BvAxiH	Ramaz	avEklavye	pa.pa	-	Ram1	sam
BvAxiH	Ramaz	vEklavye	pa.pa	-	Ram1	sam
BvAxiH	Rwamaz	avEklavye	pa.pa	-	Rwam1	swam
BvAxiH	Rwamaz	vEklavye	pa.pa	-	Rwam1	swam
BvAxiH	calaz	kalpane	pa.pa	-	cal1	cal
BvAxiH	calaz	kampane	pa.pa	cal	cal1	cal
BvAxiH	jalaz	GAwane	pa.pa	-	jal1	jal
BvAxiH	jalaz	XAnye	pa.pa	-	jal1	jal
BvAxiH	talaz	vEklavye	pa.pa	-	tal1	tal
BvAxiH	talaz	vEplavye	pa.pa	-	tal1	tal
BvAxiH	tvalaz	vEklavye	pa.pa	-	tval1	tval
BvAxiH	tvalaz	vEplavye	pa.pa	-	tval1	tval
BvAxiH	sWalaz	sWAne	pa.pa	-	sWal1	sWal
BvAxiH	halaz	vileKane	pa.pa	-	hal1	hal
BvAxiH	Nalaz	ganXane	pa.pa	-	Nal1	nal
BvAxiH	palaz	gawO	pa.pa	-	pal1	pal
BvAxiH	balaz	prANane	pa.pa	bal	bal1	bal
BvAxiH	balaz	XAnyAvaroXe	pa.pa	-	bal1	bal
BvAxiH	pulaz	mahawve	pa.pa	-	pul1	pul
BvAxiH	kulaz	banXane	pa.pa	kul	kul1	kul
BvAxiH	kulaz	saMnwAne	pa.pa	kul	kul1	kul
BvAxiH	kulaz	saMswyAne	pa.pa	kul	kul1	kul
BvAxiH	hulaz	gawO	pa.pa	-	hul1	hul
BvAxiH	hulaz	hiMsAyAm	pa.pa	-	hul1	hul
BvAxiH	hulaz	saMvaraNe	pa.pa	-	hul1	hul
BvAxiH	pawLz	gawO	pa.pa	paw#1	paw1	paw
BvAxiH	kvaWez	gawO	pa.pa	kvaW	kvaW1	kvaW
BvAxiH	kvaWez	niRpAke	pa.pa	kvaW	kvaW1	kvaW
BvAxiH	paWez	gawO	pa.pa	paW	paW1	paW
BvAxiH	maWez	vilodane	pa.pa	-	maW1	maW
BvAxiH	tuvamaz	uxgiraNe	pa.pa	vam	vam1	vam
BvAxiH	Bramuz	calane	pa.pa	Bram	Bram1	Bram
BvAxiH	kRaraz	saFcalane	pa.pa	kRar	kRar1	kRar
BvAxiH	Rahaz	marRaNe	A.pa	sah#1	Rah1	sah
BvAxiH	ramuz	krIdAyAm	A.pa	ram	ram1	ram
BvAxiH	RaxLz	avasAxane	pa.pa	sax#1	Rax1	sax
BvAxiH	RaxLz	gawO	pa.pa	sax#1	Rax1	sax
BvAxiH	RaxLz	viSaraNe	pa.pa	sax#1	Rax1	sax
BvAxiH	SaxLz	SAwane	pa.pa	Sax	Sax1	Sax
BvAxiH	kruSaz	AhvAne	pa.pa	-	kruS1	kruS
BvAxiH	kruSaz	roxane	pa.pa	kruS	kruS1	kruS
BvAxiH	kucaz	kOtilye	pa.pa	kuc	kuc1	kuc
BvAxiH	kucaz	prawiRtamBe	pa.pa	-	kuc1	kuc
BvAxiH	kucaz	samparcane	pa.pa	-	kuc1	kuc
BvAxiH	kucaz	vileKane	pa.pa	-	kuc1	kuc
BvAxiH	kucaz	wAre	pa.pa	-	kuc2	kuc
BvAxiH	buXaz	avagamane	pa.pa	buX#1	buX1	buX
BvAxiH	ruhaz	avagamane	pa.pa	-	ruh1	ruh
BvAxiH	ruhaz	bIjajanmani	pa.pa	ruh#1	ruh1	ruh
BvAxiH	ruhaz	janmaniprAxurBAve	pa.pa	ruh#1	ruh1	ruh
BvAxiH	ruhaz	prAxurBAve	pa.pa	ruh#1	ruh1	ruh
BvAxiH	kasaz	gawO	pa.pa	kas	kas1	kas
BvAxiH	kasaz	SAsane	pa.pa	kas	kas1	kas
BvAxiH	hikkaz	avyakwe_Sabxe	A.pa	hikk	hikk1	hikk
BvAxiH	hikkaz	avyakwe_Sabxe	pa.pa	hikk	hikk1	hikk
BvAxiH	aciz	gawO	A.pa	-	ac1	aFc
BvAxiH	aciz	gawO	pa.pa	-	ac1	aFc
BvAxiH	tuyAcqz	yAFcAyAm	A.pa	yAc	yAc1	yAc
BvAxiH	tuyAcqz	yAFcAyAm	pa.pa	yAc	yAc1	yAc
BvAxiH	retqz	pariBARaNe	A.pa	-	ret1	ret
BvAxiH	retqz	pariBARaNe	pa.pa	-	ret1	ret
BvAxiH	cawez	pariBARaNe	A.pa	caw	caw1	caw
BvAxiH	cawez	pariBARaNe	pa.pa	caw	caw1	caw
BvAxiH	cawez	yAFcAyAm	A.pa	caw	caw1	caw
BvAxiH	cawez	yAFcAyAm	pa.pa	caw	caw1	caw
BvAxiH	caxez	pariBARaNe	A.pa	-	cax1	cax
BvAxiH	caxez	pariBARaNe	pa.pa	-	cax1	cax
BvAxiH	caxez	yAFcAyAm	A.pa	-	cax1	cax
BvAxiH	caxez	yAFcAyAm	pa.pa	-	cax1	cax
BvAxiH	proWqz	paryApwO	A.pa	-	proW1	proW
BvAxiH	proWqz	paryApwO	pa.pa	-	proW1	proW
BvAxiH	mixqz	hiMsAyAm	A.pa	-	mix1	mix
BvAxiH	mixqz	hiMsAyAm	pa.pa	-	mix1	mix
BvAxiH	mixqz	meXAyAm	A.pa	-	mix1	mix
BvAxiH	mixqz	meXAyAm	pa.pa	-	mix1	mix
BvAxiH	miWqz	hiMsAyAm	A.pa	miW	miW1	miW
BvAxiH	miWqz	hiMsAyAm	pa.pa	miW	miW1	miW
BvAxiH	miWqz	meXAyAm	A.pa	-	miW1	miW
BvAxiH	miWqz	meXAyAm	pa.pa	-	miW1	miW
BvAxiH	meWqz	hiMsAyAm	A.pa	-	meW1	meW
BvAxiH	meWqz	hiMsAyAm	pa.pa	-	meW1	meW
BvAxiH	meWqz	meXAyAm	A.pa	-	meW1	meW
BvAxiH	meWqz	meXAyAm	pa.pa	-	meW1	meW
BvAxiH	mexqz	hiMsAyAm	A.pa	-	mex1	mex
BvAxiH	mexqz	hiMsAyAm	pa.pa	-	mex1	mex
BvAxiH	mexqz	meXAyAm	A.pa	-	mex1	mex
BvAxiH	mexqz	meXAyAm	pa.pa	-	mex1	mex
BvAxiH	meXqz	hiMsAyAm	A.pa	-	meX1	meX
BvAxiH	meXqz	hiMsAyAm	pa.pa	-	meX1	meX
BvAxiH	meXqz	meXAyAm	A.pa	-	meX1	meX
BvAxiH	meXqz	meXAyAm	pa.pa	-	meX1	meX
