
gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI	Apte-dict-form
wuxAxiH	ozlajIz	vrIdAyAm	A.pa	-	laj3	laj
wuxAxiH	ozlasjIz	vrIdAyAm	A.pa	lajj	lasj1	lasj
wuxAxiH	ozvrascUz	Cexane	pa.pa	vraSc	vrasc1	vrasc
wuxAxiH	vyacaz	samBave	pa.pa	vyac(3)	vyac1	vyac
wuxAxiH	vyacaz	vyAjIkaraNe	pa.pa	vyac(3)	vyac1	vyac
#wuxAxiH	uCiz	uFCe	pa.pa	vas#4	uC4	uFC
#wuxAxiH	uCIz	vivAse	pa.pa	vas#4	uC3	uFC
wuxAxiH	qCaz	gawO	pa.pa	-	qC1	qC
wuxAxiH	qCaz	inxriyapralaye	pa.pa	-	qC1	qC
wuxAxiH	qCaz	mUrwiBAve	pa.pa	-	qC1	qC
wuxAxiH	miCaz	uwkleSe	pa.pa	-	miC1	miC
wuxAxiH	jarjaz	Barwsane	pa.pa	-	jarj2	jarj
wuxAxiH	jarjaz	pariBARaNe	pa.pa	-	jarj2	jarj
wuxAxiH	carcaz	Barwsane	pa.pa	-	carc2	carc
wuxAxiH	carcaz	pariBARaNe	pa.pa	-	carc2	carc
wuxAxiH	carcaz	sanwarjane	pa.pa	-	carc2	carc
wuxAxiH	JarJaz	Barwsane	pa.pa	-	JarJ2	JarJ
wuxAxiH	JarJaz	pariBARaNe	pa.pa	-	JarJ2	JarJ
wuxAxiH	wvacaz	saMvaraNe	pa.pa	-	wvac1	wvac
wuxAxiH	qcaz	swuwO	pa.pa	qc#1(1)	qc1	qc
wuxAxiH	ubjaz	Arjave	pa.pa	-	ubj1	ubj
wuxAxiH	uxJaz	uwsarge	pa.pa	ujJ	uxJ1	uxJ
wuxAxiH	luBaz	vimohane	pa.pa	-	luB2	luB
wuxAxiH	riPaz	hiMsAyAm	pa.pa	-	riP1	riP
wuxAxiH	riPaz	kawWane	pa.pa	-	riP1	riP
wuxAxiH	riPaz	ninxane	pa.pa	-	riP1	riP
wuxAxiH	riPaz	xAne	pa.pa	-	riP1	riP
wuxAxiH	riPaz	yuxXe	pa.pa	-	riP1	riP
wuxAxiH	wqpaz	wqpwO	pa.pa	-	wqp3	wqp
wuxAxiH	wqPaz	wqpwO	pa.pa	-	wqP1	wqP
wuxAxiH	wqnPaz	wqpwO	pa.pa	-	wqnP1	wqmP
wuxAxiH	wupaz	hiMsAyAm	pa.pa	wup	wup2	wup
wuxAxiH	wunpaz	hiMsAyAm	pa.pa	-	wunp2	wump
wuxAxiH	wuPaz	hiMsAyAm	pa.pa	-	wuP2	wuP
wuxAxiH	wunPaz	hiMsAyAm	pa.pa	-	wunP2	wumP
wuxAxiH	xqPaz	uwkleSe	pa.pa	-	xqP1	xqP
wuxAxiH	xqnPaz	uwkleSe	pa.pa	-	xqnP1	xqmP
wuxAxiH	qPaz	hiMsAyAm	pa.pa	-	qP1	qP
wuxAxiH	qnPaz	hiMsAyAm	pa.pa	-	qnP1	qnP
wuxAxiH	guPaz	granWe	pa.pa	-	guP1	guP
wuxAxiH	gunPaz	granWe	pa.pa	gumP	gunP1	gunP
wuxAxiH	uBaz	pUraNe	pa.pa	-	uB1	uB
wuxAxiH	unBaz	pUraNe	pa.pa	umB	unB1	umB
wuxAxiH	SuBaz	SoBArWe	pa.pa	-	SuB2	SuB
wuxAxiH	SunBaz	SoBArWe	pa.pa	-	SunB2	SumB
wuxAxiH	xqBIz	granWe	pa.pa	xqB	xqB1	xqB
wuxAxiH	cqwIz	granWe	pa.pa	-	cqw1	cqw
wuxAxiH	cqwIz	hiMsAyAm	pa.pa	-	cqw1	cqw
wuxAxiH	viXaz	viXAne	pa.pa	viX#1	viX1	viX
wuxAxiH	judaz	banXane	pa.pa	-	jud1	jud
wuxAxiH	judaz	gawO	pa.pa	-	jud1	jud
wuxAxiH	mqdaz	suKe	pa.pa	mqd	mqd1	mqd
wuxAxiH	pqdaz	suKe	pa.pa	-	pqd1	pqd
wuxAxiH	pqNaz	prINane	pa.pa	-	pqN1	pqN
wuxAxiH	mqNaz	hiMsAyAm	pa.pa	-	mqN1	mqN
wuxAxiH	wuNaz	kOtilye	pa.pa	-	wuN1	wuN
wuxAxiH	puNaz	karmaNi_SuBe	pa.pa	-	puN1	puN
wuxAxiH	puNaz	kOtilye	pa.pa	-	puN1	puN
wuxAxiH	muNaz	prawijFAne	pa.pa	-	muN1	muN
wuxAxiH	kuNaz	Sabxe	pa.pa	-	kuN1	kuN
wuxAxiH	kuNaz	upakaraNe	pa.pa	-	kuN1	kuN
wuxAxiH	Sunaz	gawO	pa.pa	-	Sun1	Sun
wuxAxiH	xruNaz	gawO	pa.pa	-	xruN1	xruN
wuxAxiH	xruNaz	hiMsAyAm	pa.pa	-	xruN1	xruN
wuxAxiH	xruNaz	kOtilye	pa.pa	-	xruN1	xruN
wuxAxiH	GUrNaz	BramaNe	pa.pa	GUrN	GUrN2	GUrN
wuxAxiH	Ruraz	ESvarye	pa.pa	sur	Rur1	sur
wuxAxiH	Ruraz	xIpwO	pa.pa	sur	Rur1	sur
wuxAxiH	kuraz	Sabxe	pa.pa	-	kur1	kur
wuxAxiH	Kuraz	Cexane	pa.pa	-	Kur1	Kur
wuxAxiH	Kuraz	KaNdane	pa.pa	-	Kur1	Kur
wuxAxiH	Kuraz	vileKane	pa.pa	-	Kur1	Kur
wuxAxiH	muraz	saMveRtane	pa.pa	-	mur1	mur
wuxAxiH	kRuraz	vileKane	pa.pa	-	kRur1	kRur
wuxAxiH	Guraz	BImArWe	pa.pa	-	Gur1	Gur
wuxAxiH	Guraz	Sabxe	pa.pa	-	Gur1	Gur
wuxAxiH	puraz	agragamane	pa.pa	-	pur1	pur
wuxAxiH	bqhuz	uxyamane	pa.pa	bqh#1,bqh#2	bqh3	bqh
wuxAxiH	vqhUz	uxyamane	pa.pa	vqh	vqh3	vqh
wuxAxiH	wqhUz	hiMsAyAm	pa.pa		wqh3	wqh
wuxAxiH	swqhUz	hiMsAyAm	pa.pa	-	swqh1	swqh
wuxAxiH	wqnhUz	hiMsAyAm	pa.pa	-	wqnh1	wqMh
wuxAxiH	iRuz	icCAyAm	pa.pa	iR#1	iR2	iR
wuxAxiH	miRaz	sparXAyAm	pa.pa	miR	miR2	miR
wuxAxiH	kilaz	krIdAyAm	pa.pa	-	kil1	kil
wuxAxiH	kilaz	SvEwye	pa.pa	-	kil1	kil
wuxAxiH	wilaz	snehane	pa.pa	-	wil2	wil
wuxAxiH	cilaz	vasane	pa.pa	-	cil1	cil
wuxAxiH	calaz	vikasane	pa.pa	-	cal2	cal
wuxAxiH	calaz	vilasane	pa.pa	-	cal2	cal
wuxAxiH	ilaz	kRepaNe	pa.pa	-	il1	il
wuxAxiH	ilaz	svapne	pa.pa	il	il1	il
wuxAxiH	vilaz	saMvaraNe	pa.pa	-	vil1	vil
wuxAxiH	bilaz	Bexane	pa.pa	-	bil1	bil
wuxAxiH	Nilaz	gahane	pa.pa	-	Nil1	nil
wuxAxiH	hilaz	BAvakaraNe	pa.pa	-	hil1	hil
wuxAxiH	hilaz	hAvakaraNe	pa.pa	-	hil1	hil
wuxAxiH	Silaz	uFCe	pa.pa	-	Sil1	Sil
wuxAxiH	Rilaz	uFCe	pa.pa	-	Ril1	sil
wuxAxiH	milaz	SleRaNe	pa.pa	-	mil1	mil
wuxAxiH	liKaz	akRaravinyAse	pa.pa	liK	liK1	liK
wuxAxiH	kutaz	kOtilye	pa.pa	kut	kut1	kut
wuxAxiH	putaz	saMSleRaNe	pa.pa	put	put1	put
wuxAxiH	kucaz	safkocane	pa.pa	kuc	kuc2	kuc
wuxAxiH	gujaz	Sabxe	pa.pa	-	guj2	guj
wuxAxiH	gudaz	prawiGAwe	pa.pa	-	gud1	gud
wuxAxiH	gudaz	rakRaNe	pa.pa	-	gud1	gud
wuxAxiH	dipaz	kRepe	pa.pa	-	dip2	dip
wuxAxiH	Curaz	Cexane	pa.pa	Cur	Cur1	Cur
wuxAxiH	sPutaz	vikasane	pa.pa	sPut	sPut3	sPut
wuxAxiH	mutaz	AkRepe	pa.pa	-	mut2	mut
wuxAxiH	mutaz	pramarxane	pa.pa	-	mut2	mut
wuxAxiH	wrutaz	Cexane	pa.pa	wrut	wrut1	wrut
wuxAxiH	wutaz	kalahakarmaNi	pa.pa	-	wut1	wut
wuxAxiH	cutaz	Cexane	pa.pa	-	cut2	cut
wuxAxiH	Cutaz	Cexane	pa.pa	-	Cut1	Cut
wuxAxiH	kadaz	Gasane	pa.pa	-	kad3	kad
wuxAxiH	kadaz	maxe	pa.pa	-	kad3	kad
wuxAxiH	lutaz	saMSleRaNe	pa.pa	-	lut5	lut
wuxAxiH	luTaz	saMSleRaNe	pa.pa	luT	luT3	luT
wuxAxiH	kqdaz	Ganawve	pa.pa	-	kqd1	kqd
wuxAxiH	kudaz	bAlye	pa.pa	-	kud3	kud
wuxAxiH	pudaz	uwsarge	pa.pa	-	pud2	pud
wuxAxiH	Gutaz	prawiGAwe	pa.pa	-	Gut2	Gut
wuxAxiH	wudaz	wodane	pa.pa	-	wud3	wud
wuxAxiH	Wudaz	saMvaraNe	pa.pa	-	Wud1	Wud
wuxAxiH	sParaz	calane	pa.pa	-	sPar1	sPar
wuxAxiH	sPuraz	calane	pa.pa	sPur	sPur1	sPur
wuxAxiH	sPuraz	saFcalane	pa.pa	sPur	sPur1	sPur
wuxAxiH	sPuraz	sPuraNe	pa.pa	sPur	sPur1	sPur
wuxAxiH	sPuraz	xIpwO	pa.pa	sPur	sPur1	sPur
wuxAxiH	sPulaz	calane	pa.pa	-	sPul1	sPul
wuxAxiH	sPulaz	saFcalane	pa.pa	-	sPul1	sPul
wuxAxiH	sPulaz	saFcaye	pa.pa	-	sPul1	sPul
wuxAxiH	sPudaz	saMvaraNe	pa.pa	-	sPud2	sPud
wuxAxiH	cudaz	saMvaraNe	pa.pa	-	cud2	cud
wuxAxiH	vrudaz	saMvaraNe	pa.pa	-	vrud1	vrud
wuxAxiH	krudaz	nimajjane	pa.pa	-	krud1	krud
wuxAxiH	gurIz	uxyamane	A.pa	gur	gur1	gur
wuxAxiH	NU	swavane	pa.pa	-	NU1	nU
wuxAxiH	XU	viXUnane	pa.pa	-	XU2	XU
wuxAxiH	Xru	gawO	pa.pa	-	Xru2	Xru
wuxAxiH	Xru	sWErye	pa.pa	Xru	Xru2	Xru
wuxAxiH	kuf	Sabxe	A.pa	kU	ku3	ku
wuxAxiH	gu	purIRowsarge	pa.pa	-	gu2	gu
wuxAxiH	pqf	vyAyAme	A.pa	-	pq3	pq
wuxAxiH	mqf	prANawyAge	A.pa	mq	mq1	mq
wuxAxiH	ri	gawO	pa.pa	-	ri2	ri
wuxAxiH	pi	gawO	pa.pa	pi#2	pi1	pi
wuxAxiH	Xi	viXAraNe	pa.pa	-	Xi1	Xi
wuxAxiH	Xi	XAraNe	pa.pa	-	Xi1	Xi
wuxAxiH	kRi	gawO	pa.pa	-	kRi3	kRi
wuxAxiH	kRi	nivAse	pa.pa	kRi	kRi3	kRi
wuxAxiH	RU	preraNe	pa.pa	sU#1	RU3	sU
wuxAxiH	kQ	vikRepe	pa.pa	kQ	kQ1	kQ
wuxAxiH	gQ	nigaraNe	pa.pa	gQ#1	gQ1	gQ
wuxAxiH	xqf	Axare	A.pa	-	xq3	xq
wuxAxiH	Xqf	avasWAne	A.pa	-	Xq3	Xq
wuxAxiH	praCaz	jFIpsAyAm	pa.pa	praS	praC1	praC
wuxAxiH	sqjaz	visarge	pa.pa	sqj#1	sqj2	sqj
wuxAxiH	tumasjoz	SuxXO	pa.pa	majj	masj1	masj
wuxAxiH	rujoz	Bafge	pa.pa	ruj#1	ruj1	ruj
wuxAxiH	Bujoz	kOtilye	pa.pa	Buj#1	Buj1	Buj
wuxAxiH	Cupaz	sparSane	pa.pa	-	Cup1	Cup
wuxAxiH	ruSaz	hiMsAyAm	pa.pa	-	ruS1	ruS
wuxAxiH	riSaz	hiMsAyAm	pa.pa	-	riS1	riS
wuxAxiH	liSaz	gawO	pa.pa	liS	liS2	liS
wuxAxiH	spqSaz	sparSe	pa.pa	spqS#1	spqS1	spqS
wuxAxiH	viCaz	gawO	pa.pa	-	viC1	viC
wuxAxiH	viSaz	praveSane	pa.pa	viS#1	viS1	viS
wuxAxiH	mqSaz	AmarSane	pa.pa	mqS	mqS1	mqS
wuxAxiH	RaxLz	avasAxane	pa.pa	-	Rax2	sax
wuxAxiH	RaxLz	gawO	pa.pa	-	Rax2	sax
wuxAxiH	RaxLz	viSaraNe	pa.pa	-	Rax2	sax
wuxAxiH	SaxLz	SAwane	pa.pa	-	Sax2	Sax
wuxAxiH	milaz	safgame	A.pa	mil	mil2	mil
wuxAxiH	milaz	safgame	pa.pa	mil	mil2	mil
wuxAxiH	mucLz	mokRaNe	A.pa	muc#1	muc2	muc
wuxAxiH	mucLz	mokRaNe	pa.pa	muc#1	muc2	muc
wuxAxiH	lupLz	Caxane	A.pa	lup	lup2	lup
wuxAxiH	lupLz	Caxane	pa.pa	lup	lup2	lup
wuxAxiH	lupLz	Cexane	A.pa	lup	lup2	lup
wuxAxiH	lupLz	Cexane	pa.pa	lup	lup2	lup
wuxAxiH	vixLz	lABe	A.pa	vix#2	vix3	vix
wuxAxiH	vixLz	lABe	pa.pa	vix#2	vix3	vix
wuxAxiH	lipaz	upaxAhe	A.pa	lip	lip1	lip
wuxAxiH	lipaz	upaxAhe	pa.pa	lip	lip1	lip
wuxAxiH	lipaz	upaxehe	A.pa	lip	lip1	lip
wuxAxiH	lipaz	upaxehe	pa.pa	lip	lip1	lip
wuxAxiH	Ricaz	kRaraNe	A.pa	sic	Ric1	sic
wuxAxiH	Ricaz	kRaraNe	pa.pa	sic	Ric1	sic
wuxAxiH	kqwIz	Cexane	pa.pa	kqw#1	kqw1	kqw
wuxAxiH	Kixaz	pariGAwe	pa.pa	Kix	Kix2	Kix
wuxAxiH	Kixaz	pariwApe	pa.pa	Kix	Kix2	Kix
wuxAxiH	piSaz	avayave	pa.pa	piS#1	piS1	piS
	
wuxAxiH	Brudaz	saMvaraNe	pa.pa	-	Brud1	Brud
wuxAxiH	budaz	saMvaraNe	pa.pa	-	bud1	bud
wuxAxiH	carCaz	pariBARaNe	pa.pa	-	carC1	carC
wuxAxiH	gU	purIRowsarge	pa.pa	-	gU1	gU
wuxAxiH	GuNaz	BramaNe	pa.pa	-	GuN3	GuN
wuxAxiH	hudaz	nimajjane	pa.pa	-	hud3	hud
wuxAxiH	hudaz	safGAwe	pa.pa	-	hud3	hud
wuxAxiH	hudaz	sahane	pa.pa	-	hud3	hud
wuxAxiH	iRaz	icCAyAm	pa.pa	-	iR3	iR
wuxAxiH	jarcaz	pariBARaNe	pa.pa	-	jarc1	jarc
wuxAxiH	Jarcaz	pariBARaNe	pa.pa	-	Jarc1	Jarc
wuxAxiH	jarcaz	sanwarjane	pa.pa	-	jarc1	jarc
wuxAxiH	Jarcaz	sanwarjane	pa.pa	-	Jarc1	Jarc
wuxAxiH	junaz	gawO	pa.pa	-	jun1	jun
wuxAxiH	qhaz	hiMsAyAm	pa.pa	-	qh1	qh
wuxAxiH	qhaz	kawWane	pa.pa	-	qh1	qh
wuxAxiH	qhaz	xAne	pa.pa	-	qh1	qh
wuxAxiH	qhaz	yuxXe	pa.pa	-	qh1	qh
wuxAxiH	RWudaz	saMvaraNe	pa.pa	-	RWud1	RTud
wuxAxiH	sPalaz	calane	pa.pa	sPal(1)	sPal1	sPal
wuxAxiH	swqnhU	hiMsAyAm	pa.pa	-	swqnhU1	swqnhU
wuxAxiH	sWudaz	saMvaraNe	pa.pa	-	sWud1	sWud
wuxAxiH	vyajaz	vyAjIkaraNe	pa.pa	-	vyaj1	vyaj
wuxAxiH	xudaz	nimajjane	pa.pa	-	xud1	xud
	
gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI	saMsAXanI
	
ruXAxiH	ruXizr	AvaraNe	A.pa	ruX#2	ruX1	ruX
ruXAxiH	ruXizr	AvaraNe	pa.pa	ruX#2	ruX1	ruX
ruXAxiH	Bixizr	vixAraNe	A.pa	Bix#1	Bix1	Bix
ruXAxiH	Bixizr	vixAraNe	pa.pa	Bix#1	Bix1	Bix
ruXAxiH	Cixizr	xvEXIkaraNe	A.pa	Cix#1	Cix1	Cix
ruXAxiH	Cixizr	xvEXIkaraNe	pa.pa	Cix#1	Cix1	Cix
ruXAxiH	ricizr	virecane	A.pa	-	ric1	ric
ruXAxiH	ricizr	virecane	pa.pa	ric	ric1	ric
ruXAxiH	vicizr	pqWagBAve	A.pa	vic	vic1	vic
ruXAxiH	vicizr	pqWagBAve	pa.pa	vic	vic1	vic
ruXAxiH	vijizr	pqWagBAve	A.pa	-	+vij4	+vij
ruXAxiH	vijizr	pqWagBAve	pa.pa	-	+vij4	+vij
ruXAxiH	kRuxizr	sampeRaNe	A.pa	kRux	kRux1	kRux
ruXAxiH	kRuxizr	sampeRaNe	pa.pa	kRux	kRux1	kRux
ruXAxiH	yujizr	yoge	A.pa	yuj#1	yuj2	yuj
ruXAxiH	yujizr	yoge	pa.pa	yuj#1	yuj2	yuj
ruXAxiH	uzCqxizr	xevane	A.pa	-	Cqx1	Cqx
ruXAxiH	uzCqxizr	xevane	pa.pa	Cqx	Cqx1	Cqx
ruXAxiH	uzCqxizr	xIpwO	A.pa	-	Cqx1	Cqx
ruXAxiH	uzCqxizr	xIpwO	pa.pa	Cqx	Cqx1	Cqx
ruXAxiH	uzwqxizr	anAxare	A.pa	wqx	wqx1	wqx
ruXAxiH	uzwqxizr	anAxare	pa.pa	wqx	wqx1	wqx
ruXAxiH	uzwqxizr	hiMsAyAm	A.pa	wqx	wqx1	wqx
ruXAxiH	uzwqxizr	hiMsAyAm	pa.pa	wqx	wqx1	wqx
ruXAxiH	kqwIz	veRtane	A.pa	-	+kqw2	+kqw
ruXAxiH	kqwIz	veRtane	pa.pa	-	kqw2	kqw
ruXAxiH	FiinXIz	xIpwO	A.pa	inX	inX1	inX
ruXAxiH	Kixaz	xEnye	A.pa	-	Kix3	Kix
ruXAxiH	vixaz	vicAraNe	A.pa	vix#2	vix4	vix
ruXAxiH	SiRLz	viSeRaNe	pa.pa	SiR	SiR2	SiR
ruXAxiH	piRLz	saFcUrNane	pa.pa	piR	piR1	piR
ruXAxiH	Banjoz	Amarxane	pa.pa	BaFj	Banj1	BaFj
ruXAxiH	Bujaz	aByavahAre	A.pa	Buj#2	Buj2	Buj
ruXAxiH	Bujaz	pAlane	A.pa	-	Buj2	Buj
ruXAxiH	wqhaz	hiMsAyAm	pa.pa	wqh	wqh4	wqh
ruXAxiH	hisiz	hiMsAyAm	pa.pa	hiMs	his1	hiMs
ruXAxiH	unxIz	klexane	pa.pa	unx	unx1	unx
ruXAxiH	anjUz	gawO	pa.pa	-	anj1	aFj
ruXAxiH	anjUz	kAnwO	pa.pa	aFj	anj1	aFj
ruXAxiH	anjUz	mrakRaNe	pa.pa	-	anj1	aFj
ruXAxiH	anjUz	mrakRaNe	pa.pa	-	anj1	aFj
ruXAxiH	anjUz	vyakwO	pa.pa	-	anj1	aFj
ruXAxiH	wancUz	safkocane	pa.pa	waFc	wanc2	waFc
ruXAxiH	wanjUz	safkocane	pa.pa	-	+wanj1	+waFj
ruXAxiH	ozvijIz	Baye	pa.pa	-	+vij3	+vij
ruXAxiH	ozvijIz	calane	pa.pa	-	+vij3	+vij
ruXAxiH	vqjIz	varjane	pa.pa	vqj	vqj3	vqj
ruXAxiH	pqcIz	samparke	pa.pa	pqc	pqc2	pqc
	
gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI	saMsAXanI
	
wanAxiH	wanuz	viswAre	A.pa	wan#1	wan1	wan
wanAxiH	wanuz	viswAre	pa.pa	wan#1	wan1	wan
wanAxiH	RaNuz	xAne	A.pa	san#1	RaN2	saN
wanAxiH	RaNuz	xAne	pa.pa	san#1	RaN2	saN
wanAxiH	kRaNuz	hiMsAyAm	A.pa	kRan	kRaN1	kRaN
wanAxiH	kRaNuz	hiMsAyAm	pa.pa	kRan	kRaN1	kRaN
wanAxiH	kRiNuz	hiMsAyAm	A.pa	-	kRiN1	kRiN
wanAxiH	kRiNuz	hiMsAyAm	pa.pa	-	kRiN1	kRiN
wanAxiH	qNuz	gawO	A.pa	-	qN1	qN
wanAxiH	qNuz	gawO	pa.pa	-	qN1	qN
wanAxiH	qNuz	xIpwO	A.pa	-	qN1	qN
wanAxiH	qNuz	xIpwO	pa.pa	-	qN1	qN
wanAxiH	wqNuz	axane	A.pa	-	wqN1	wqN
wanAxiH	wqNuz	axane	pa.pa	-	wqN1	wqN
wanAxiH	GqNuz	xIpwO	A.pa	-	GqN2	GqN
wanAxiH	GqNuz	xIpwO	pa.pa	-	GqN2	GqN
wanAxiH	vanuz	yAFcAyAm	A.pa	van	van3	van
wanAxiH	manuz	avaboXane	A.pa	man	+man2	+man
wanAxiH	dukqF	karaNe	A.pa	kq#1	kq3	kq
wanAxiH	dukqF	karaNe	pa.pa	kq#1	kq3	kq
wanAxiH	wqNu	axane	A.pa	-	+wqNu1	+wqNu
wanAxiH	wqNu	axane	pa.pa	-	+wqNu1	+wqNu
	
gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI	saMsAXanI
	
kryAxiH	dukrIF	xravyavinimaye	A.pa	krI	krI1	krI
kryAxiH	dukrIF	xravyavinimaye	pa.pa	krI	krI1	krI
kryAxiH	prIF	kAnwO	A.pa	-	prI2	prI
kryAxiH	prIF	kAnwO	pa.pa	-	prI2	prI
kryAxiH	prIF	warpaNe	A.pa	prI	prI2	prI
kryAxiH	prIF	warpaNe	pa.pa	prI	prI2	prI
kryAxiH	SrIF	pAke	A.pa	-	SrI1	SrI
kryAxiH	SrIF	pAke	pa.pa	-	SrI1	SrI
kryAxiH	mIF	hiMsAyAm	A.pa		mI2	mI
kryAxiH	mIF	hiMsAyAm	pa.pa	mI	mI2	mI
kryAxiH	RiF	banXane	A.pa	si	Ri2	si
kryAxiH	RiF	banXane	pa.pa	si	Ri2	si
kryAxiH	skuF	ApravaNe	A.pa	-	sku1	sku
kryAxiH	skuF	ApravaNe	pa.pa	-	sku1	sku
kryAxiH	yuF	banXane	A.pa	yu#1	yu2	yu
kryAxiH	yuF	banXane	pa.pa	yu#1	yu2	yu
kryAxiH	knUF	Sabxe	A.pa	-	knU1	knU
kryAxiH	knUF	Sabxe	pa.pa	-	knU1	knU
kryAxiH	xrUF	hiMsAyAm	A.pa	-	xrU1	xrU
kryAxiH	xrUF	hiMsAyAm	pa.pa	-	xrU1	xrU
kryAxiH	pUF	pavane	A.pa	pU#1	pU2	pU
kryAxiH	pUF	pavane	pa.pa	pU#1	pU2	pU
kryAxiH	lUF	Cexane	A.pa	lU#1	lU1	lU
kryAxiH	lUF	Cexane	pa.pa	lU#1	lU1	lU
kryAxiH	swQF	AcCAxane	A.pa	swQ	swQ1	swQ
kryAxiH	swQF	AcCAxane	pa.pa	swQ	swQ1	swQ
kryAxiH	kQF	hiMsAyAm	A.pa	-	kQ2	kQ
kryAxiH	kQF	hiMsAyAm	pa.pa	-	kQ2	kQ
kryAxiH	vQF	varaNe	A.pa	-	vQ1	vQ
kryAxiH	vQF	varaNe	pa.pa	-	vQ1	vQ
kryAxiH	XUF	kampane	A.pa	-	XU3	XU
kryAxiH	XUF	kampane	pa.pa	-	XU3	XU
kryAxiH	SQF	hiMsAyAm	A.pa	-	SQ1	SQ
kryAxiH	SQF	hiMsAyAm	pa.pa	SQ	SQ1	SQ
kryAxiH	SQ	hiMsAyAm	pa.pa	SQ	SQ1	SQ
kryAxiH	svQ	hiMsAyAm	pa.pa	-	svQ1	svQ
kryAxiH	pQ	pAlane	pa.pa	pq#1,pQ	pQ2	pQ
kryAxiH	pQ	pUraNe	pa.pa	-	pQ2	pQ
kryAxiH	vQ	BaraNe	pa.pa	-	vQ2	vQ
kryAxiH	vQ	varaNe	pa.pa	-	vQ2	vQ
kryAxiH	BQ	BaraNe	pa.pa	-	BQ1	BQ
kryAxiH	BQ	Barjane	pa.pa	-	BQ1	BQ
kryAxiH	BQ	Barwsane	pa.pa	-	BQ1	BQ
kryAxiH	mQ	hiMsAyAm	pa.pa	-	mQ1	mQ
kryAxiH	xQ	vixAraNe	pa.pa	xQ	xQ2	xQ
kryAxiH	jQ	vayohAnO	pa.pa	-	jQ2	jQ
kryAxiH	nQ	naye	pa.pa	-	nQ2	nQ
kryAxiH	kQ	hiMsAyAm	pa.pa	-	kQ3	kQ
kryAxiH	Q	gawO	pa.pa	-	Q1	Q
kryAxiH	gQ	Sabxe	pa.pa	gQ#2	gQ2	gQ
kryAxiH	jyA	vayohAnO	pa.pa	jyA#1	jyA1	jyA
kryAxiH	rI	gawO	pa.pa	ri	rI2	rI
kryAxiH	rI	reRaNe	pa.pa	-	rI2	rI
kryAxiH	lI	SleRaNe	pa.pa	-	lI2	lI
kryAxiH	vlI	varaNe	pa.pa	vlI	vlI1	vlI
kryAxiH	blI	varaNe	pa.pa	blI	blI1	blI
kryAxiH	lvI	gawO	pa.pa	-	lvI1	lvI
kryAxiH	plI	gawO	pa.pa	-	plI1	plI
kryAxiH	plI	SleRaNe	pa.pa	-	plI1	plI
kryAxiH	vrI	varaNe	pa.pa	-	vrI2	vrI
kryAxiH	BrI	BaraNe	pa.pa	-	BrI1	BrI
kryAxiH	BrI	Baye	pa.pa	-	BrI1	BrI
kryAxiH	kRIR	hiMsAyAm	pa.pa	kRI	kRI1	kRI
kryAxiH	kRiR	hiMsAyAm	pa.pa	-	kRi4	kRi
kryAxiH	jFA	avaboXane	pa.pa	jFA#1	jFA1	jFA
kryAxiH	banXaz	banXane	pa.pa	banX	banX1	banX
kryAxiH	vqf	samBakwO	A.pa	vq#2	vq2	vq
kryAxiH	SranWaz	harRe	pa.pa	SraW	SranW1	SranW
kryAxiH	SranWaz	mocane	pa.pa	SraW	SranW1	SranW
kryAxiH	SranWaz	prawiharRe	pa.pa	SraW	SranW1	SranW
kryAxiH	SranWaz	sanxarBe	pa.pa	SraW	SranW1	SranW
kryAxiH	SranWaz	vimocane	pa.pa	SraW	SranW1	SranW
kryAxiH	manWaz	vilodane	pa.pa	-	manW2	manW
kryAxiH	granWaz	sanxarBe	pa.pa	granW	granW1	granW
kryAxiH	kunWaz	saMSleRaNe	pa.pa	-	kunW1	kunW
kryAxiH	mqxaz	kRoxe	pa.pa	mqx#1	mqx1	mqx
kryAxiH	mqdaz	kRoxe	pa.pa	-	mqd2	mqd
kryAxiH	mqdaz	suKe	pa.pa	-	mqd2	mqd
kryAxiH	guXaz	roRe	pa.pa	-	guX2	guX
kryAxiH	kuRaz	niRkarRe	pa.pa	-	kuR1	kuR
kryAxiH	kRuBaz	saFcalane	pa.pa	kRuB	kRuB3	kRuB
kryAxiH	NaBaz	hiMsAyAm	pa.pa	-	NaB3	naB
kryAxiH	wuBaz	hiMsAyAm	pa.pa	-	wuB3	wuB
kryAxiH	kliSUz	vibAXAyAm	pa.pa	kliS	kliS2	kliS
kryAxiH	aSaz	Bojane	pa.pa	aS#2	aS2	aS
kryAxiH	uzXrasaz	uFCe	pa.pa	-	Xras1	Xras
kryAxiH	iRaz	ABIkRNye	pa.pa	iR#2	iR4	iR
kryAxiH	viRaz	viprayoge	pa.pa	-	viR3	viR
kryAxiH	pruRaz	mocane	pa.pa	-	pruR2	pruR
kryAxiH	pruRaz	pUraNe	pa.pa	-	pruR2	pruR
kryAxiH	pruRaz	secane	pa.pa	-	pruR2	pruR
kryAxiH	pruRaz	sevane	pa.pa	-	pruR2	pruR
kryAxiH	pruRaz	snehane	pa.pa	-	pruR2	pruR
kryAxiH	pluRaz	mocane	pa.pa	pluR	pluR3	pluR
