wyAgaH	16
wAlu	16
svaram	16
svAmi	16
suXA	16
SuxXiH	16
sWasya	16
swana	16
skanXa	16
Safkara	16
sambanXi	16
pUwam	16
pqRTe	16
piwAmaha	16
pAvaka	16
parAkrama	16
pannaga	16
paFcakam	16
palASa	16
nivAwa	16
nigraha	16
mUwram	16
mUrwi	16
mUle	16
mUlAH	16
mARa	16
maruw	16
manuRyANAm	16
mAnuRa	16
mafgala	16
lafkA	16
karRa	16
kArakaH	16
jAlAni	16
IkRaNam	16
hInAH	16
guda	16
gqXra	16
GoRaH	16
xoRam	16
XarmeRu	16
XAraNam	16
xehinAm	16
xarSanAH	16
xalam	16
xA	16
cinwakAH	16
CAyA	16
cexi	16
caryA	16
bqhaspawi	16
bilva	16
Bqgu	16
aRtama	16
asqk	16
ASraya	16
arNavam	16
apara	16
afgAH	16
akRam	16
AKyA	16
Ajya	16
Ahave	16
agnim	16
aXipam	16
ABaH	16
yukwi	15
yuge	15
yogi	15
yoXinaH	15
vyAla	15
vyAGrO	15
vismaya	15
viBAga	15
vAsinAm	15
varuNa	15
vEvasvawa	15
vExya	15
uwwaraH	15
uwsAhaH	15
uwPulla	15
uxumbara	15
uxaye	15
uxayam	15
wuRti	15
wulyaH	15
suKam	15
sWiwaH	15
sPatika	15
SoRa	15
SiRta	15
SArxUlaH	15
safGAnAm	15
samuxBavam	15
samuxBavaH	15
sampannAm	15
sAmAnya	15
samAXi	15
sakala	15
rUpiNam	15
rawnAni	15
rARtra	15
rAjAnam	15
puwreNa	15
prasava	15
pAwakEH	15
pawaga	15
nivAsinaH	15
nija	15
nemi	15
nASAya	15
nArAyaNO	15
mAsam	15
maxra	15
lokAya	15
lokAnAm	15
kutumba	15
kUrmaH	15
kUrma	15
kuNdala	15
kumBa	15
kRewram	15
krameNa	15
Ka	15
kevala	15
kArI	15
kAMsya	15
jAwam	15
janaH	15
IkRaNaH	15
IkRaNA	15
icCayA	15
haswam	15
eRiNaH	15
xehaH	15
xarSI	15
xakRiNe	15
cewasam	15
BURaNa	15
BAskara	15
banXanam	15
AvahaH	15
AScarya	15
arWinaH	15
araNye	15
aMSakam	15
AkAraH	15
aja	15
aXikaH	15
yuwaH	14
yogAH	14
yoXa	14
yanwra	14
viswaram	14
vIryeNa	14
vIryO	14
vinASinI	14
veSma	14
veXa	14
vaswu	14
varjiwAH	14
vAreNa	14
varXanAH	14
vAhanaH	14
upAyaH	14
wqt	14
wraya	14
wIrWam	14
wejasam	14
wanuH	14
wanwu	14
suparNa	14
Sulva	14
sugrIva	14
Srowra	14
srak	14
sparSana	14
SiKi	14
sAram	14
safga	14
sampaxA	14
samAyukwaH	14
SAli	14
sEnyAnAm	14
Sabxam	14
raWAn	14
rawAH	14
raNe	14
rAGava	14
pUwi	14
puNyam	14
pUjiwaH	14
praBqwi	14
pAnam	14
pakRiNaH	14
pAxapa	14
niSa	14
nimeRa	14
naraka	14
mUrXa	14
muxga	14
mArjAra	14
marxana	14
mAhAwmyam	14
lokAw	14
kUta	14
kUpa	14
kumAra	14
kRamA	14
kqwEH	14
kriyAH	14
kovixAH	14
karmANaH	14
kapiH	14
kAfkRiNaH	14
kalpaH	14
jihvA	14
inxriyam	14
inxriyAH	14
harA	14
hAniH	14
eraNda	14
xrava	14
xoReNa	14
